Country,StockCode,ProductName,Growth_Rate
"United Kingdom",22628,"PICNIC BOXES SET OF 3 RETROSPOT",-0.0833333333333333
"United Kingdom",22038,"BOTANICAL LAVENDER GIFT WRAP",-0.0816920128817235
France,22933,"BAKING MOULD EASTER EGG MILK CHOC",-0.08
"United Kingdom",22053,"EMPIRE DESIGN ROSETTE",-0.078330208427457
"United Kingdom",21810,"CHRISTMAS HANGING STAR WITH BELL",-0.0766271210656801
Spain,22955,"36 FOIL STAR CAKE CASES",-0.0729166666666667
Australia,22138,"BAKING SET 9 PIECE RETROSPOT",-0.0714285714285714
"United Kingdom",22856,"ASSORTED EASTER DECORATIONS  BELLS",-0.0694070766989996
"United Kingdom",85215,"ASSORTED CHEESE FRIDGE MAGNETS",-0.0666666666666667
Norway,22567,"20 DOLLY PEGS RETROSPOT",-0.0658747300215983
France,21700,"BIG DOUGHNUT FRIDGE MAGNETS",-0.064842855213383
"United Kingdom",22048,"BIRTHDAY BANQUET GIFT WRAP",-0.0642921645736619
"United Kingdom",23542,"70'S ALPHABET WALL ART",-0.061269875299102
"United Kingdom",23444,"Next Day Carriage",-0.057338933527471
EIRE,22282,"12 EGG HOUSE PAINTED WOOD",-0.0556973102243528
"United Kingdom",23306,"SET OF 36 DOILIES PANTRY DESIGN",-0.0555555555555556
"United Kingdom",20679,"EDWARDIAN PARASOL RED",-0.0555555555555556
"United Kingdom",85131A,"BEADED PEARL HEART WHITE ON STICK",-0.0529322004614214
"United Kingdom",22940,"FELTCRAFT CHRISTMAS FAIRY",-0.0526857724532143
France,21137,"BLACK RECORD COVER FRAME",-0.0475921338712992
Denmark,23319,"BOX OF 6 MINI 50'S CRACKERS",-0.045643153526971
"United Kingdom",21181,"PLEASE ONE PERSON METAL SIGN",-0.0441666666666667
"United Kingdom",22059,"CERAMIC STRAWBERRY DESIGN MUG",-0.0428056230853358
"United Kingdom",82011B,"BATHROOM SCALES RUBBER DUCKS",-0.0393115942028985
Germany,22956,"36 FOIL HEART CAKE CASES",-0.0387401253937911
Portugal,22113,"GREY HEART HOT WATER BOTTLE",-0.036144578313253
Spain,22964,"3 PIECE SPACEBOY COOKIE CUTTER SET",-0.0349206349206349
"United Kingdom",17084R,"ASSORTED INCENSE PACK",-0.0339210742535258
Italy,23176,"ABC TREASURE BOOK BOX",-0.0330415201856575
Germany,22150,"3 STRIPEY MICE FELTCRAFT",-0.0294241567746327
"United Kingdom",23006,"TRAVEL CARD WALLET FLOWER MEADOW",-0.0277777777777778
"Channel Islands",C2,CARRIAGE,-0.025
EIRE,84991,"60 TEATIME FAIRY CAKE CASES",-0.0248846254452099
"United Kingdom",84051,"ASS COLOUR GLOWING TIARAS",-0.0132242153981285
Switzerland,23199,"JUMBO BAG APPLES",-0.0099009900990099
"United Kingdom",22247,"BUNNY DECORATION MAGIC GARDEN",-0.00980392156862745
"United Kingdom",21403,"BLUE EGG  SPOON",-0.00954620059460143
EIRE,21448,"12 DAISY PEGS IN WOOD BOX",-0.00728316932752319
France,22090,"PAPER BUNTING RETROSPOT",-0.00609756097560976
